Block Height,TxPool Size,# of all Txs,Diff,Balance,DeltaBalance,Tax,Subsidy,f_itx_min,f_ctx_min,P_itx_min,P_ctx_min
1,97316,1000,192307000641000,0,0,0,0,191147127927000,383454128568000,0,0
2,96566,1000,165879321720000,0,0,0,0,165627303660000,331506625380000,0,0
3,95753,1000,157095477420000,0,0,0,0,156278951094000,313374428514000,0,0
4,94929,1000,149012479434000,0,0,0,0,148984162782000,297996642216000,0,0
5,94156,1000,143597996871000,0,0,0,0,143563911393000,287161908264000,0,0
6,93682,1000,139050292584000,0,0,0,0,137951196621000,277001489205000,0,0
7,92692,1000,133596647751000,0,0,0,0,132462047256000,266058695007000,0,0
8,91920,1000,128463312663000,0,0,0,0,128432090451000,256895403114000,0,0
9,91109,1000,126230449506000,0,0,0,0,125757141636000,251987591142000,0,0
10,90276,1000,123252961272000,0,0,0,0,122846238102000,246099199374000,0,0
11,89457,1000,120440107389000,0,0,0,0,120302251692000,240742359081000,0,0
12,88621,1000,117916448790000,0,0,0,0,117914659611000,235831108401000,0,0
13,87853,1000,116143587189000,0,0,0,0,116045084610000,232188671799000,0,0
14,86934,1000,113293209834000,0,0,0,0,113172369198000,226465579032000,0,0
15,86013,1000,110207344254000,0,0,0,0,110098533342000,220305877596000,0,0
16,85212,1000,106345762572000,0,0,0,0,106330012761000,212675775333000,0,0
17,84466,1000,105000000000000,0,0,0,0,105000000000000,210000000000000,0,0
18,83626,1000,102340705236000,0,0,0,0,102263196735000,204603901971000,0,0
19,82807,1000,98830425981000,0,0,0,0,98811184647000,197641610628000,0,0
20,81982,1000,96017201868000,0,0,0,0,95975975550000,191993177418000,0,0
21,81173,1000,93642818850000,0,0,0,0,93614749914000,187257568764000,0,0
22,80291,1000,91359226959000,0,0,0,0,91289368590000,182648595549000,0,0
23,79512,1000,89252626323000,0,0,0,0,89180286090000,178432912413000,0,0
24,78681,1000,87578886570000,0,0,0,0,87583746096000,175162632666000,0,0
25,77715,1000,85571325281872,0,0,0,0,85578674718128,171150000000000,0,0
26,76921,1000,84110838546000,0,0,0,0,84168555093000,168279393639000,0,0
27,76111,1000,83803222755000,0,0,0,0,83779615185000,167582837940000,0,0
28,75284,1000,82577647236000,0,0,0,0,82581331497000,165158978733000,0,0
29,74333,1000,81454371012000,0,0,0,0,81461479806000,162915850818000,0,0
30,73495,1000,80429359206000,0,0,0,0,80424087639000,160853446845000,0,0
31,72639,1000,79704121014000,0,0,0,0,79708299909000,159412420923000,0,0
32,71740,1000,78786614634000,0,0,0,0,78767469249000,157554083883000,0,0
33,70904,1000,77914168710000,0,0,0,0,77920724154000,155834892864000,0,0
34,70086,1000,77049449967000,0,0,0,0,77058055221000,154107505188000,0,0
