Block Height,TxPool Size,# of all Txs,Diff,Balance,DeltaBalance,Tax,Subsidy,f_itx_min,f_ctx_min,P_itx_min,P_ctx_min
1,87901,1000,186408883185000,0,0,0,0,185333257095000,371742140280000,0,0
2,86970,1000,163504864320000,0,0,0,0,162061035906000,325565900226000,0,0
3,85989,1000,151289005623000,0,0,0,0,151034623635000,302323629258000,0,0
4,85053,1000,143876505360000,0,0,0,0,143851372287000,287727877647000,0,0
5,84079,1000,136863783924000,0,0,0,0,136136216076000,273000000000000,0,0
6,83097,1000,130266736383000,0,0,0,0,130200000000000,260466736383000,0,0
7,82116,1000,126197952237000,0,0,0,0,125789638905000,251987591142000,0,0
8,81135,1000,122550908592000,0,0,0,0,122400579903000,244951488495000,0,0
9,80155,1000,119683167282000,0,0,0,0,119438571462000,239121738744000,0,0
10,79195,1000,117031399338000,0,0,0,0,116979770481000,234011169819000,0,0
11,78214,1000,114204728883000,0,0,0,0,114124666593000,228329395476000,0,0
12,77232,1000,110477587185000,0,0,0,0,110387158665000,220864745850000,0,0
13,76267,1000,105987164409000,0,0,0,0,105985280520000,211972444929000,0,0
14,75290,1000,104964246807000,0,0,0,0,104966110221000,209930357028000,0,0
15,74312,1000,100539744648000,0,0,0,0,100506571536000,201046316184000,0,0
16,73342,1000,97061109558000,0,0,0,0,97025236014000,194086345572000,0,0
17,72358,1000,94466563674000,0,0,0,0,94463831511000,188930395185000,0,0
18,71374,1000,91777397355000,0,0,0,0,91779161565000,183556558920000,0,0
19,70444,1000,89427284709000,0,0,0,0,89417084337000,178844369046000,0,0
20,69469,1000,87560491137000,0,0,0,0,87561714051000,175122205188000,0,0
21,68494,1000,85450946427000,0,0,0,0,85452629220000,170903575647000,0,0
22,67494,1000,84000000000000,0,0,0,0,84000000000000,168000000000000,0,0
23,66510,1000,83043052197000,0,0,0,0,83046265239000,166089317436000,0,0
24,65577,1000,81621339324000,0,0,0,0,81634239708000,163255579032000,0,0
25,64592,1000,80361388506000,0,0,0,0,80367901992000,160729290498000,0,0
26,63612,1000,79308216351000,0,0,0,0,79294304985000,158602521336000,0,0
27,62632,1000,78133440861000,0,0,0,0,78135712410000,156269153271000,0,0
28,61693,1000,76962397239000,0,0,0,0,76947088596000,153909485835000,0,0
29,60714,1000,75867713166000,0,0,0,0,75883882242000,151751595408000,0,0
30,59776,1000,74789434944000,0,0,0,0,74820029445000,149609464389000,0,0
31,58792,1000,73646203428000,0,0,0,0,73633190211000,147279393639000,0,0
32,57837,1000,72933521703000,0,0,0,0,72958114425000,145891636128000,0,0
33,57021,1000,71966395620000,0,0,0,0,71997277758000,143963673378000,0,0
34,56046,1000,70815595662000,0,0,0,0,70880127465000,141695723127000,0,0
35,55067,1000,69656231778000,0,0,0,0,69648791058000,139305022836000,0,0
36,54086,1000,68429714766000,0,0,0,0,68487700470000,136917415236000,0,0
37,53094,1000,67305175182000,0,0,0,0,67517867193000,134823042375000,0,0
38,52158,1000,66271031715000,0,0,0,0,66273057081000,132544088796000,0,0
39,51179,1000,65618094507000,0,0,0,0,65631905493000,131250000000000,0,0
40,50206,1000,64674642564000,0,0,0,0,64846188603000,129520831167000,0,0
41,49250,1000,63840752325000,0,0,0,0,63840000000000,127680752325000,0,0
42,48272,1000,62633325678000,0,0,0,0,63476146944000,126109472622000,0,0
43,47297,1000,62645188326000,0,0,0,0,63000000000000,125645188326000,0,0
44,46332,1000,61637911293224,0,0,0,0,62579352129000,124217263422224,0,0
45,45348,1000,11262801816000,0,0,0,0,111903827175000,123166628991000,0,0
46,44348,1000,61012329042000,0,0,0,0,61234561731000,122246890773000,0,0
47,43350,1000,-29165408727000,0,0,0,0,150417042825000,121251634098000,0,0
48,42367,1000,-5687700459000,0,0,0,0,126000000000000,120312299541000,0,0
49,41368,1000,-32574592281000,0,0,0,0,151912381782000,119337789501000,0,0
50,40391,1000,9271322949000,0,0,0,0,109108351485000,118379674434000,0,0
51,39410,1000,-11192871648000,0,0,0,0,128619132852000,117426261204000,0,0
52,38438,1000,9129515010000,0,0,0,0,107430728286000,116560243296000,0,0
53,37491,1000,10025593053000,0,0,0,0,105826940394000,115852533447000,0,0
54,36513,1000,11009679324000,0,0,0,0,103726940394000,114736619718000,0,0
55,35513,1000,113400000000000,0,0,0,0,nil,113400000000000,0,0
56,35066,1000,6889360317000,0,0,0,0,105700450359000,112589810676000,0,0
57,34089,1000,-70845580113000,0,0,0,0,181974402498000,111128822385000,0,0
58,33091,1000,109752225408000,0,0,0,0,nil,109752225408000,0,0
59,32115,1000,-29727792192000,0,0,0,0,137951196621000,108223404429000,0,0
60,31131,1000,-17433866037000,0,0,0,0,123699669975000,106265803938000,0,0
61,30135,1000,-105000000000000,0,0,0,0,210000000000000,105000000000000,0,0
62,29161,1000,-15480144687000,0,0,0,0,119551982970000,104071838283000,0,0
63,28181,1000,-15119287491000,0,0,0,0,117451982970000,102332695479000,0,0
64,27203,1000,-36110452392000,0,0,0,0,136977503124000,100867050732000,0,0
65,26225,1000,-15628865742000,0,0,0,0,115110577596000,99481711854000,0,0
66,25226,1000,98016489611384,0,0,0,0,nil,98016489611384,0,0
67,24490,1000,-17922056901000,0,0,0,0,114930107691000,97008050790000,0,0
68,23548,1000,-24190500936000,0,0,0,0,120102103485000,95911602549000,0,0
69,22642,1000,-24082169433000,0,0,0,0,118989102498000,94906933065000,0,0
70,21665,1000,-23817593142000,0,0,0,0,117536839140000,93719245998000,0,0
71,20687,1000,-33487722597000,0,0,0,0,126000000000000,92512277403000,0,0
72,19715,1000,-43462087158000,0,0,0,0,134798809110000,91336721952000,0,0
73,18779,1000,-26307651846000,0,0,0,0,116501539140000,90193887294000,0,0
74,17824,1000,-23940461328000,0,0,0,0,113048089980000,89107628652000,0,0
75,16868,1000,-32940282165000,0,0,0,0,120980043933000,88039761768000,0,0
76,15950,1000,-29794440396000,0,0,0,0,116429737977000,86635297581000,0,0
77,15030,1000,-40665270114000,0,0,0,0,126000000000000,85334729886000,0,0
78,14104,1000,-28952282730000,0,0,0,0,112975392852000,84023110122000,0,0
79,13137,1000,-30976064994000,0,0,0,0,114976064994000,84000000000000,0,0
80,12138,1000,83608615713000,0,0,0,0,nil,83608615713000,0,0
81,11156,1000,-32703698097000,0,0,0,0,114976064994000,82272366897000,0,0
82,10178,1000,-35007888006000,0,0,0,0,116084220168000,81076332162000,0,0
83,9243,1000,-22088399508000,0,0,0,0,102290937252000,80202537744000,0,0
84,8277,1000,-36137220168000,0,0,0,0,115937220168000,79800000000000,0,0
85,7302,1000,-44480061087000,0,0,0,0,123395802726000,78915741639000,0,0
86,6326,1000,-38284457925000,0,0,0,0,115977425256000,77692967331000,0,0
87,5351,1000,-38568029997000,0,0,0,0,115084890060000,76516860063000,0,0
88,4377,1000,-48251683536000,0,0,0,0,123609383058000,75357699522000,0,0
89,3396,1000,-42292526136000,0,0,0,0,116282337696000,73989811560000,0,0
90,2426,1000,-74584629714000,0,0,0,0,146786068527000,72201438813000,0,0
91,1448,1000,-47775058527000,0,0,0,0,115300768527000,67525710000000,0,0
92,1972,1000,29317931496000,0,0,0,0,115582068504000,144900000000000,0,0
93,1003,1000,-55516278132000,0,0,0,0,117938260440000,62421982308000,0,0
94,1726,1000,34768540821000,0,0,0,0,93626526609000,128395067430000,0,0
95,2489,1000,41400687909000,0,0,0,0,89849312091000,131250000000000,0,0
96,1516,1000,-11710945029000,0,0,0,0,121107721749000,109396776720000,0,0
97,2303,1000,41099450070000,0,0,0,0,98816516295000,139915966365000,0,0
98,1332,1000,-21615212682000,0,0,0,0,126911443533000,105296230851000,0,0
99,2102,1000,32921553882000,0,0,0,0,103965831522000,136887385404000,0,0
100,1133,1000,-11364720234000,0,0,0,0,111507611397000,100142891163000,0,0
101,1839,1000,45014591454000,0,0,0,0,101865409149000,146880000603000,0,0
102,2486,1000,30452101827000,0,0,0,0,114685070850000,145137172677000,0,0
103,1520,1000,2379538392000,0,0,0,0,120887942406000,123267480798000,0,0
104,2163,1000,33846279096000,0,0,0,0,98924436954000,132770716050000,0,0
