Block Height,TxPool Size,# of all Txs,Diff,Balance,DeltaBalance,Tax,Subsidy,f_itx_min,f_ctx_min,P_itx_min,P_ctx_min,StartTime,EndTime,BlockInterval(ms)
1,295,2000,12735894423000,0,0,3820768326900,1273589442300,65211238365000,77947132788000,0,0
2,590,2000,12735894423000,417737337074400,417737337074400,7641536653800,2547178884600,65211238365000,77947132788000,0,0
3,885,2000,12735894423000,1253212011223200,835474674148800,11462304980700,3820768326900,65211238365000,77947132788000,0,0
4,1180,2000,12735894423000,2506424022446400,1253212011223200,15283073307600,5094357769200,65211238365000,77947132788000,0,0
5,1475,2000,12735894423000,4177373370744000,1670949348297600,19103841634500,6367947211500,65211238365000,77947132788000,0,0
6,1770,2000,12735894423000,6266060056116000,2088686685372000,22924609961400,7641536653800,65211238365000,77947132788000,0,0
7,2065,2000,8230807515000,8650219492101600,2384159435985600,14924609961400,15641536653800,69639846066000,77870653581000,0,0
8,2360,2000,8230807515000,-4965621071912800,-13615840564014400,14924609961400,15641536653800,69639846066000,77870653581000,0,0
9,2655,2000,8225318367000,-18581461635927200,-13615840564014400,14924609961400,15641536653800,69639846066000,77865164433000,0,0
10,2950,2000,8225318367000,-32197302199941600,-13615840564014400,14924609961400,15641536653800,69639846066000,77865164433000,0,0
11,3245,2000,8225318367000,-45813142763956000,-13615840564014400,14924609961400,15641536653800,69639846066000,77865164433000,0,0
12,3540,2000,8225318367000,-59428983327970400,-13615840564014400,14924609961400,15641536653800,69639846066000,77865164433000,0,0
13,3835,2000,8181679611000,-73044823891984800,-13615840564014400,14924609961400,15641536653800,69639846066000,77821525677000,0,0
14,4130,2000,8181679611000,-86660664455999200,-13615840564014400,14924609961400,15641536653800,69639846066000,77821525677000,0,0
15,4425,2000,8181679611000,-100276505020013600,-13615840564014400,14924609961400,15641536653800,69639846066000,77821525677000,0,0
16,4720,2000,8181679611000,-113892345584028000,-13615840564014400,14924609961400,15641536653800,69639846066000,77821525677000,0,0
17,5015,2000,8181679611000,-127508186148042400,-13615840564014400,14924609961400,15641536653800,69639846066000,77821525677000,0,0
18,5310,2000,8181679611000,-141124026712056800,-13615840564014400,14924609961400,15641536653800,69639846066000,77821525677000,0,0
19,5605,2000,8181679611000,-154739867276071200,-13615840564014400,14924609961400,15641536653800,69639846066000,77821525677000,0,0
20,5900,2000,8181679611000,-168355707840085600,-13615840564014400,14924609961400,15641536653800,69639846066000,77821525677000,0,0
21,6195,2000,8181679611000,-181971548404100000,-13615840564014400,14924609961400,15641536653800,69639846066000,77821525677000,0,0
22,6490,2000,8181679611000,-195587388968114400,-13615840564014400,14924609961400,15641536653800,69639846066000,77821525677000,0,0
23,6785,2000,8181679611000,-209203229532128800,-13615840564014400,14924609961400,15641536653800,69639846066000,77821525677000,0,0
24,7080,2000,8181679611000,-222819070096143200,-13615840564014400,14924609961400,15641536653800,69639846066000,77821525677000,0,0
25,7375,2000,8176660527000,-236434910660157600,-13615840564014400,14924609961400,15641536653800,69639846066000,77816506593000,0,0
26,7670,2000,8176660527000,-250050751224172000,-13615840564014400,14924609961400,15641536653800,69639846066000,77816506593000,0,0
27,7965,2000,8176660527000,-263666591788186400,-13615840564014400,14924609961400,15641536653800,69639846066000,77816506593000,0,0
