Block Height,TxPool Size,# of all Txs,Diff,Balance,DeltaBalance,Tax,Subsidy,f_itx_min,f_ctx_min,P_itx_min,P_ctx_min
1,39699,1000,129932628084000,0,0,0,0,128032364061000,257964992145000,0,0
2,39635,1000,119730651537000,0,0,0,0,118709590398000,238440241935000,0,0
3,39529,1000,116891869206000,0,0,0,0,114108130794000,231000000000000,0,0
4,39411,1000,106646471820000,0,0,0,0,106665692574000,213312164394000,0,0
5,39236,1000,101079281478000,0,0,0,0,101083662267000,202162943745000,0,0
6,39099,1000,95538359553000,0,0,0,0,95524198623000,191062558176000,0,0
7,38976,1000,92341608870000,0,0,0,0,92303210412000,184644819282000,0,0
8,38846,1000,89566721118000,0,0,0,0,89550211947000,179116933065000,0,0
9,38462,1000,86131459176000,0,0,0,0,85898020803000,172029479979000,0,0
10,38297,1000,82960224900000,0,0,0,0,82948342554000,165908567454000,0,0
11,38124,1000,80110302972000,0,0,0,0,80116864611000,160227167583000,0,0
12,37870,1000,78202115922000,0,0,0,0,78202076631000,156404192553000,0,0
13,37726,1000,76033240101000,0,0,0,0,75955070079000,151988310180000,0,0
14,37248,1000,73721906034000,0,0,0,0,73760096970000,147482003004000,0,0
15,37083,1000,71736042987000,0,0,0,0,71720847786000,143456890773000,0,0
16,36927,1000,68988328920000,0,0,0,0,69025159203000,138013488123000,0,0
17,36618,1000,65803726044000,0,0,0,0,65807082390000,131610808434000,0,0
18,36452,1000,64461216015000,0,0,0,0,64846188603000,129307404618000,0,0
19,36257,1000,62863184139000,0,0,0,0,63476146944000,126339331083000,0,0
20,36084,1000,62309142021000,0,0,0,0,62579352129000,124888494150000,0,0
21,35907,1000,47876323887000,0,0,0,0,75558819378000,123435143265000,0,0
22,35720,1000,60916203831000,0,0,0,0,61234561731000,122150765562000,0,0
23,35408,1000,45031357245000,0,0,0,0,76120207359000,121151564604000,0,0
24,35250,1000,43371023661000,0,0,0,0,76895529984000,120266553645000,0,0
25,35095,1000,51973232661000,0,0,0,0,67319999985000,119293232646000,0,0
26,34946,1000,46665058797000,0,0,0,0,71714615637000,118379674434000,0,0
27,34622,1000,42456489831000,0,0,0,0,74942549325000,117399039156000,0,0
28,34449,1000,33119399166000,0,0,0,0,83528460897000,116647860063000,0,0
29,33831,1000,26254737390000,0,0,0,0,89620802460000,115875539850000,0,0
30,33606,1000,23068427214000,0,0,0,0,92074527636000,115142954850000,0,0
31,33430,1000,16891037604000,0,0,0,0,97614019251000,114505056855000,0,0
32,33258,1000,8209797015000,0,0,0,0,105691575339000,113901372354000,0,0
33,33103,1000,4364815707000,0,0,0,0,109206381480000,113571197187000,0,0
34,32876,1000,1088657598000,0,0,0,0,111966179031000,113054836629000,0,0
35,32541,1000,1484361501000,0,0,0,0,110910790830000,112395152331000,0,0
36,32367,1000,8569860012000,0,0,0,0,103363934226000,111933794238000,0,0
37,32159,1000,-6414456195000,0,0,0,0,117851676516000,111437220321000,0,0
38,31969,1000,-8136374568000,0,0,0,0,119237545581000,111101171013000,0,0
39,31787,1000,-4000709097000,0,0,0,0,114795761703000,110795052606000,0,0
40,31632,1000,1489896093000,0,0,0,0,109058395320000,110548291413000,0,0
41,31475,1000,15436075599000,0,0,0,0,94336817484000,109772893083000,0,0
42,31333,1000,20752172301000,0,0,0,0,88403168784000,109155341085000,0,0
43,31180,1000,19406226966000,0,0,0,0,88946941818000,108353168784000,0,0
44,31033,1000,20826864681000,0,0,0,0,86754959508000,107581824189000,0,0
45,30567,1000,9605820924000,0,0,0,0,96743594241000,106349415165000,0,0
46,29929,1000,-3133745055000,0,0,0,0,108494524761000,105360779706000,0,0
47,29760,1000,7028433153000,0,0,0,0,97984429620000,105012862773000,0,0
48,29480,1000,22674960693000,0,0,0,0,82325039307000,105000000000000,0,0
49,29304,1000,23328336276000,0,0,0,0,81162114117000,104490450393000,0,0
50,29139,1000,14895309282000,0,0,0,0,89169372138000,104064681420000,0,0
51,28975,1000,-28383996249000,0,0,0,0,132132787017000,103748790768000,0,0
52,28788,1000,-14738627862000,0,0,0,0,118207189317000,103468561455000,0,0
53,28624,1000,-7083818868000,0,0,0,0,110198106732000,103114287864000,0,0
54,28432,1000,-12973069179000,0,0,0,0,115817746716000,102844677537000,0,0
55,28231,1000,-2927908515000,0,0,0,0,105385745913000,102457837398000,0,0
56,28067,1000,-4730976747000,0,0,0,0,106820324079000,102089347332000,0,0
57,27924,1000,-2806479606000,0,0,0,0,104677012209000,101870532603000,0,0
58,27772,1000,-7523094642000,0,0,0,0,109151179305000,101628084663000,0,0
59,27326,1000,-14686306887000,0,0,0,0,115731869295000,101045562408000,0,0
60,27134,1000,-16525164117000,0,0,0,0,117295759539000,100770595422000,0,0
61,26953,1000,-12609145059000,0,0,0,0,113130804717000,100521659658000,0,0
62,26782,1000,-20069250096000,0,0,0,0,120307582374000,100238332278000,0,0
63,26616,1000,-7021787913000,0,0,0,0,106998862782000,99977074869000,0,0
64,26433,1000,-4932918837000,0,0,0,0,104677419441000,99744500604000,0,0
65,25916,1000,-4758677574000,0,0,0,0,103726940394000,98968262820000,0,0
66,25769,1000,-16167204564000,0,0,0,0,114930107691000,98762903127000,0,0
67,25649,1000,-3690102864000,0,0,0,0,102290937252000,98600834388000,0,0
68,25514,1000,-17143472955000,0,0,0,0,115582068504000,98438595549000,0,0
69,25399,1000,-13503031311000,0,0,0,0,111767833023000,98264801712000,0,0
70,25269,1000,-1924862037000,0,0,0,0,100013816490000,98088954453000,0,0
71,25149,1000,7992545673000,0,0,0,0,89849312091000,97841857764000,0,0
72,24985,1000,1983513651000,0,0,0,0,95581137414000,97564651065000,0,0
73,24858,1000,-1438931534752,0,0,0,0,98816516295000,97377584760248,0,0
74,24735,1000,-11310980730000,0,0,0,0,108545477418000,97234496688000,0,0
75,24608,1000,-6894078387000,0,0,0,0,103965831522000,97071753135000,0,0
76,24469,1000,-8860232409000,0,0,0,0,105784810425000,96924578016000,0,0
77,24345,1000,-5119285521000,0,0,0,0,101865409149000,96746123628000,0,0
78,24192,1000,-6328557942000,0,0,0,0,102897480798000,96568922856000,0,0
79,24028,1000,-19236387849000,0,0,0,0,115571738772000,96335350923000,0,0
80,23878,1000,-21452947803000,0,0,0,0,117686438772000,96233490969000,0,0
81,23715,1000,-17723655516000,0,0,0,0,113771646828000,96047991312000,0,0
82,23475,1000,-14303335200000,0,0,0,0,110109031074000,95805695874000,0,0
83,23329,1000,916905003000,0,0,0,0,94721255706000,95638160709000,0,0
84,23036,1000,-6866278944000,0,0,0,0,102150555255000,95284276311000,0,0
85,22525,1000,-20813095464000,0,0,0,0,115519608582000,94706513118000,0,0
86,22360,1000,-14027299125000,0,0,0,0,108527299125000,94500000000000,0,0
87,22182,1000,-16830200646000,0,0,0,0,111131233248000,94301032602000,0,0
88,21347,1000,-25648598976000,0,0,0,0,118972326879000,93323727903000,0,0
89,21011,1000,-26823926871000,0,0,0,0,119706906858000,92882979987000,0,0
90,20852,1000,-22250035017000,0,0,0,0,114954488250000,92704453233000,0,0
91,20356,1000,-23847115803000,0,0,0,0,115988527620000,92141411817000,0,0
92,20212,1000,-9844733871000,0,0,0,0,101815653744000,91970919873000,0,0
93,19716,1000,-17289390132000,0,0,0,0,108619403718000,91330013586000,0,0
94,19566,1000,-10193317974000,0,0,0,0,101320099104000,91126781130000,0,0
95,19407,1000,-2052967476000,0,0,0,0,93010483776000,90957516300000,0,0
96,19258,1000,5194464807000,0,0,0,0,85540453383000,90734918190000,0,0
97,18543,1000,-13196019837000,0,0,0,0,103066643589000,89870623752000,0,0
98,18382,1000,-4470310509000,0,0,0,0,94196772768000,89726462259000,0,0
99,17887,1000,-23960577333000,0,0,0,0,113138510100000,89177932767000,0,0
100,17724,1000,-17421061539000,0,0,0,0,106404033876000,88982972337000,0,0
101,17588,1000,-15011082219000,0,0,0,0,103855557561000,88844475342000,0,0
102,17461,1000,-25197953277000,0,0,0,0,113898346821000,88700393544000,0,0
103,17318,1000,-26825647338000,0,0,0,0,115374746340000,88549099002000,0,0
104,17178,1000,-15898942059000,0,0,0,0,104278037619000,88379095560000,0,0
105,17030,1000,-14454525456000,0,0,0,0,102667365381000,88212839925000,0,0
106,16864,1000,-28045702230000,0,0,0,0,116055725184000,88010022954000,0,0
107,16722,1000,-21370373367000,0,0,0,0,109189955994000,87819582627000,0,0
108,15999,1000,-36134741937000,0,0,0,0,122843264019000,86708522082000,0,0
109,15808,1000,-36759990162000,0,0,0,0,123192710613000,86432720451000,0,0
110,15664,1000,-31891758780000,0,0,0,0,118086024546000,86194265766000,0,0
111,15510,1000,-29470178955000,0,0,0,0,115515808191000,86045629236000,0,0
112,15360,1000,-38332193361000,0,0,0,0,124109905857000,85777712496000,0,0
113,15213,1000,-30562386372000,0,0,0,0,116108126631000,85545740259000,0,0
114,14712,1000,-36931827126784,0,0,0,0,121817863158784,84886036032000,0,0
115,14560,1000,-22428879165000,0,0,0,0,107110770837000,84681891672000,0,0
116,14391,1000,-26447758785000,0,0,0,0,110948505255000,84500746470000,0,0
117,14231,1000,-43768794744368,0,0,0,0,128035031313000,84266236568632,0,0
118,14089,1000,-55529139645000,0,0,0,0,139546498308000,84017358663000,0,0
119,13945,1000,-50123334282000,0,0,0,0,134123334282000,84000000000000,0,0
120,13511,1000,-50452217865000,0,0,0,0,134452217865000,84000000000000,0,0
121,13367,1000,-59677870266000,0,0,0,0,143677870266000,84000000000000,0,0
122,13222,1000,-47931768486000,0,0,0,0,131931768486000,84000000000000,0,0
123,13065,1000,-52875571308000,0,0,0,0,136875571308000,84000000000000,0,0
124,12916,1000,-35513189355000,0,0,0,0,119513189355000,84000000000000,0,0
125,12762,1000,-34635575709000,0,0,0,0,118635575709000,84000000000000,0,0
126,12611,1000,-33433415736000,0,0,0,0,117433415736000,84000000000000,0,0
127,12436,1000,-34800102960000,0,0,0,0,118800102960000,84000000000000,0,0
128,12032,1000,-40806509940000,0,0,0,0,124334970837000,83528460897000,0,0
129,11864,1000,-33272001672000,0,0,0,0,116515728126000,83243726454000,0,0
130,11680,1000,-36706525926000,0,0,0,0,119669523729000,82962997803000,0,0
131,11181,1000,-37116035040000,0,0,0,0,119424242805000,82308207765000,0,0
132,11037,1000,-29475836775000,0,0,0,0,111568568580000,82092731805000,0,0
133,10902,1000,-27856960887000,0,0,0,0,109803212820000,81946251933000,0,0
134,10741,1000,-25188544899000,0,0,0,0,106957980129000,81769435230000,0,0
135,10601,1000,-30760404297000,0,0,0,0,112360467030000,81600062733000,0,0
136,10452,1000,-38544631062000,0,0,0,0,119975086896000,81430455834000,0,0
137,10302,1000,-45625996227000,0,0,0,0,126867790371000,81241794144000,0,0
138,10152,1000,-32893015512000,0,0,0,0,113953015512000,81060000000000,0,0
139,9998,1000,-24723290382000,0,0,0,0,105638837367000,80915546985000,0,0
140,9852,1000,-24104794287000,0,0,0,0,104861987265000,80757192978000,0,0
141,9679,1000,-23126852679000,0,0,0,0,103741084104000,80614231425000,0,0
142,9525,1000,-19575912342000,0,0,0,0,99999999981000,80424087639000,0,0
143,8661,1000,-22193762514000,0,0,0,0,101993762514000,79800000000000,0,0
144,8525,1000,-12245306367000,0,0,0,0,92045306367000,79800000000000,0,0
145,8392,1000,-21266759829000,0,0,0,0,101066759829000,79800000000000,0,0
146,8255,1000,-22053641946000,0,0,0,0,101853641946000,79800000000000,0,0
147,8134,1000,-17417413146000,0,0,0,0,97135016685000,79717603539000,0,0
148,7458,1000,-12979590771000,0,0,0,0,92056436367000,79076845596000,0,0
149,6781,1000,-16581163536000,0,0,0,0,94833918375000,78252754839000,0,0
150,6620,1000,-14962073805000,0,0,0,0,92978073342000,78015999537000,0,0
151,6480,1000,-10843511133000,0,0,0,0,88720646763000,77877135630000,0,0
152,6335,1000,-13779428607000,0,0,0,0,91479428607000,77700000000000,0,0
153,6173,1000,-21490456722000,0,0,0,0,98983206546000,77492749824000,0,0
154,6039,1000,-22633367715000,0,0,0,0,100030153062000,77396785347000,0,0
155,5843,1000,-32912199789000,0,0,0,0,110049338364000,77137138575000,0,0
156,5692,1000,-20758940874000,0,0,0,0,97704516504000,76945575630000,0,0
157,5356,1000,-33811254939000,0,0,0,0,110334107163000,76522852224000,0,0
158,5196,1000,-22745582916000,0,0,0,0,99095440899000,76349857983000,0,0
159,5036,1000,-11144285040000,0,0,0,0,87308089176000,76163804136000,0,0
160,4886,1000,-6349370790000,0,0,0,0,82310676651000,75961305861000,0,0
161,4747,1000,-10582883304000,0,0,0,0,86302583829000,75719700525000,0,0
162,4612,1000,-11648434224000,0,0,0,0,87248434224000,75600000000000,0,0
163,4448,1000,-10584709065000,0,0,0,0,85994155926000,75409446861000,0,0
164,4308,1000,-20827604313264,0,0,0,0,96119247579264,75291643266000,0,0
165,4174,1000,-24494310120000,0,0,0,0,99594905088000,75100594968000,0,0
166,3899,1000,-28016068164000,0,0,0,0,102570948165000,74554880001000,0,0
167,3698,1000,-30354819579000,0,0,0,0,104772965871000,74418146292000,0,0
168,3527,1000,-19447377768000,0,0,0,0,93629727387000,74182349619000,0,0
169,3375,1000,-15424178805000,0,0,0,0,89389948137000,73965769332000,0,0
170,3226,1000,-7658175462000,0,0,0,0,81351764508000,73693589046000,0,0
171,2508,1000,-17344733889000,0,0,0,0,89760092163000,72415358274000,0,0
172,2353,1000,-16825268124000,0,0,0,0,88987620498000,72162352374000,0,0
173,2212,1000,-14186025021000,0,0,0,0,85904771232000,71718746211000,0,0
174,2068,1000,-9941101086000,0,0,0,0,81201149841000,71260048755000,0,0
175,1923,1000,-15260480151000,0,0,0,0,85907222814000,70646742663000,0,0
176,1784,1000,-8664718629000,0,0,0,0,78804718629000,70140000000000,0,0
177,1655,1000,-16905254667000,0,0,0,0,86093297052000,69188042385000,0,0
178,1201,1000,-31034804115000,0,0,0,0,94874804115000,63840000000000,0,0
179,1049,1000,-28337682975000,0,0,0,0,91337682975000,63000000000000,0,0
180,881,881,-31141510827000,0,0,0,0,92435292558000,61293781731000,0,0
181,850,850,-283672851000,0,0,0,0,87992320521000,87708647670000,0,0
182,853,853,0,0,0,0,0,85051866795000,85051866795000,0,0
183,851,851,-14700000000,0,0,0,0,86326201521000,86311501521000,0,0
184,854,854,-830216835000,0,0,0,0,85051866795000,84221649960000,0,0
185,826,826,-14700000000,0,0,0,0,86945635497000,86930935497000,0,0
186,832,832,0,0,0,0,0,84542539389000,84542539389000,0,0
187,848,848,2269968246000,0,0,0,0,76239576840000,78509545086000,0,0
188,855,856,-9532953822000,0,0,0,0,85772530662000,76239576840000,0,0
189,846,846,-702118893000,0,0,0,0,83347935846000,82645816953000,0,0
190,586,586,0,0,0,0,0,85260575883000,85260575883000,0,0
191,449,449,-422713830000,0,0,0,0,84000000000000,83577286170000,0,0
192,839,839,0,0,0,0,0,82346494440000,82346494440000,0,0
193,863,863,7501158000,0,0,0,0,86471593845000,86479095003000,0,0
194,853,854,0,0,0,0,0,82469744805000,82469744805000,0,0
195,851,851,-149297715000,0,0,0,0,78600849117000,78451551402000,0,0
196,847,847,882000000,0,0,0,0,81485704104000,81486586104000,0,0
197,862,863,-586401732000,0,0,0,0,85775011161000,85188609429000,0,0
198,859,859,14700000000,0,0,0,0,81399373818000,81414073818000,0,0
199,850,851,-14700000000,0,0,0,0,87952087167000,87937387167000,0,0
200,853,854,0,0,0,0,0,81210573612000,81210573612000,0,0
201,356,356,-790172754000,0,0,0,0,88983582492000,88193409738000,0,0
202,830,830,0,0,0,0,0,81494459298000,81494459298000,0,0
203,856,857,-985114116000,0,0,0,0,80775235863000,79790121747000,0,0
204,852,852,524985657000,0,0,0,0,76345738497000,76870724154000,0,0
205,837,837,0,0,0,0,0,80240404167000,80240404167000,0,0
206,845,845,-29400000000,0,0,0,0,76834402638000,76805002638000,0,0
207,856,856,0,0,0,0,0,75079068540000,75079068540000,0,0
208,852,852,-360360000000,0,0,0,0,76465623591000,76105263591000,0,0
209,848,848,0,0,0,0,0,75729392592000,75729392592000,0,0
210,854,854,0,0,0,0,0,75251351973000,75251351973000,0,0
211,837,838,-8820000000,0,0,0,0,79748896395000,79740076395000,0,0
212,435,435,255789513000,0,0,0,0,73670149812000,73925939325000,0,0
213,833,833,0,0,0,0,0,75236538741000,75236538741000,0,0
214,843,843,-7350000000,0,0,0,0,80201792286000,80194442286000,0,0
215,754,754,-14700000000,0,0,0,0,81484865385000,81470165385000,0,0
216,780,780,396900000000,0,0,0,0,80737485192000,81134385192000,0,0
217,432,432,0,0,0,0,0,83203671201000,83203671201000,0,0
218,818,818,14700000000,0,0,0,0,73505101593000,73519801593000,0,0
219,816,817,0,0,0,0,0,73518919593000,73518919593000,0,0
220,850,850,-241754898000,0,0,0,0,82993574916000,82751820018000,0,0
221,836,836,2940000000,0,0,0,0,77883918294000,77886858294000,0,0
222,833,834,-613554417000,0,0,0,0,80341606464000,79728052047000,0,0
223,159,159,0,0,0,0,0,78252270621000,78252270621000,0,0
224,798,798,-14700000000,0,0,0,0,76710545688000,76695845688000,0,0
225,827,827,0,0,0,0,0,76465026645000,76465026645000,0,0
226,845,845,-819000000000,0,0,0,0,74761867614000,73942867614000,0,0
227,842,842,-130221588000,0,0,0,0,73998166809000,73867945221000,0,0
228,848,849,-2100000000000,0,0,0,0,89209640688000,87109640688000,0,0
229,837,837,21000000000,0,0,0,0,88365458223000,88386458223000,0,0
230,840,840,-21000000000,0,0,0,0,91187306301000,91166306301000,0,0
231,850,850,-1234043160000,0,0,0,0,102943395492000,101709352332000,0,0
232,840,841,21000000000,0,0,0,0,101709352332000,101730352332000,0,0
233,854,854,-296889600000,0,0,0,0,89679197034000,89382307434000,0,0
234,308,308,-302284311000,0,0,0,0,89403307434000,89101023123000,0,0
235,798,798,-5699262618000,0,0,0,0,86091275928000,80392013310000,0,0
236,833,833,-4200000000,0,0,0,0,95418870288000,95414670288000,0,0
237,840,840,0,0,0,0,0,94283383530000,94283383530000,0,0
238,847,847,-473200602000,0,0,0,0,84000000000000,83526799398000,0,0
239,839,839,0,0,0,0,0,80969449449000,80969449449000,0,0
240,852,852,16649472000,0,0,0,0,81232299792000,81248949264000,0,0
241,840,840,-2100000000000,0,0,0,0,80197070058000,78097070058000,0,0
242,832,832,1407000000000,0,0,0,0,87264800868000,88671800868000,0,0
243,867,868,0,0,0,0,0,87923295159000,87923295159000,0,0
244,857,857,0,0,0,0,0,83727579054000,83727579054000,0,0
245,859,859,-210000000000,0,0,0,0,75503195544000,75293195544000,0,0
246,826,827,-31500000000,0,0,0,0,74229524061000,74198024061000,0,0
247,843,843,-2710394862000,0,0,0,0,69772043586000,67061648724000,0,0
248,861,861,21000000000,0,0,0,0,71947801485000,71968801485000,0,0
249,459,459,-1899794043000,0,0,0,0,82969109769000,81069315726000,0,0
250,381,381,-67014633000,0,0,0,0,86153690637000,86086676004000,0,0
251,787,787,-287268954000,0,0,0,0,84000000000000,83712731046000,0,0
252,842,842,-21000000000,0,0,0,0,81200015673000,81179015673000,0,0
253,848,849,-335580000000,0,0,0,0,76237364931000,75901784931000,0,0
254,854,854,-6827538312000,0,0,0,0,71024218335000,64196680023000,0,0
255,854,854,-21000000000,0,0,0,0,75156538527000,75135538527000,0,0
